Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
HP1,NO,22/11/2018 13:00,,ug m-3,P
HP1,NO,22/11/2018 14:00,,ug m-3,P
HP1,NO,22/11/2018 15:00,,ug m-3,P
HP1,NO,22/11/2018 16:00,,ug m-3,P
HP1,NO,22/11/2018 17:00,,ug m-3,P
HP1,NO,22/11/2018 18:00,,ug m-3,P
HP1,NO,22/11/2018 19:00,,ug m-3,P
HP1,NO,22/11/2018 20:00,,ug m-3,P
HP1,NO,22/11/2018 21:00,,ug m-3,P
HP1,NO,22/11/2018 22:00,,ug m-3,P
HP1,NO,22/11/2018 23:00,,ug m-3,P
HP1,NO,23/11/2018 00:00,,ug m-3,P
HP1,NO,23/11/2018 01:00,,ug m-3,P
HP1,NO,23/11/2018 02:00,,ug m-3,P
HP1,NO,23/11/2018 03:00,,ug m-3,P
HP1,NO,23/11/2018 04:00,,ug m-3,P
HP1,NO,23/11/2018 05:00,,ug m-3,P
HP1,NO,23/11/2018 06:00,,ug m-3,P
HP1,NO,23/11/2018 07:00,,ug m-3,P
HP1,NO,23/11/2018 08:00,,ug m-3,P
HP1,NO,23/11/2018 09:00,,ug m-3,P
HP1,NO,23/11/2018 10:00,,ug m-3,P
HP1,NO,23/11/2018 11:00,,ug m-3,P
HP1,NO,23/11/2018 12:00,,ug m-3,P
HP1,NO,23/11/2018 13:00,,ug m-3,P
HP1,NO,23/11/2018 14:00,,ug m-3,P
HP1,NO,23/11/2018 15:00,,ug m-3,P
HP1,NO,23/11/2018 16:00,,ug m-3,P
HP1,NO,23/11/2018 17:00,,ug m-3,P
HP1,NO,23/11/2018 18:00,,ug m-3,P
HP1,NO,23/11/2018 19:00,,ug m-3,P
HP1,NO,23/11/2018 20:00,,ug m-3,P
HP1,NO,23/11/2018 21:00,,ug m-3,P
HP1,NO,23/11/2018 22:00,,ug m-3,P
HP1,NO,23/11/2018 23:00,,ug m-3,P
HP1,NO,24/11/2018 00:00,,ug m-3,P
HP1,NO,24/11/2018 01:00,,ug m-3,P
HP1,NO,24/11/2018 02:00,,ug m-3,P
HP1,NO,24/11/2018 03:00,,ug m-3,P
HP1,NO,24/11/2018 04:00,,ug m-3,P
HP1,NO,24/11/2018 05:00,,ug m-3,P
HP1,NO,24/11/2018 06:00,,ug m-3,P
HP1,NO,24/11/2018 07:00,,ug m-3,P
HP1,NO,24/11/2018 08:00,,ug m-3,P
HP1,NO,24/11/2018 09:00,,ug m-3,P
HP1,NO,24/11/2018 10:00,,ug m-3,P
HP1,NO,24/11/2018 11:00,,ug m-3,P
HP1,NO,24/11/2018 12:00,,ug m-3,P
HP1,NO,24/11/2018 13:00,,ug m-3,P
HP1,NO,24/11/2018 14:00,,ug m-3,P
HP1,NO,24/11/2018 15:00,,ug m-3,P
HP1,NO,24/11/2018 16:00,,ug m-3,P
HP1,NO,24/11/2018 17:00,,ug m-3,P
HP1,NO,24/11/2018 18:00,,ug m-3,P
HP1,NO,24/11/2018 19:00,,ug m-3,P
HP1,NO,24/11/2018 20:00,,ug m-3,P
HP1,NO,24/11/2018 21:00,,ug m-3,P
HP1,NO,24/11/2018 22:00,,ug m-3,P
HP1,NO,24/11/2018 23:00,,ug m-3,P
HP1,NO,25/11/2018 00:00,,ug m-3,P
HP1,NO,25/11/2018 01:00,,ug m-3,P
HP1,NO,25/11/2018 02:00,,ug m-3,P
HP1,NO,25/11/2018 03:00,,ug m-3,P
HP1,NO,25/11/2018 04:00,,ug m-3,P
HP1,NO,25/11/2018 05:00,,ug m-3,P
HP1,NO,25/11/2018 06:00,,ug m-3,P
HP1,NO,25/11/2018 07:00,,ug m-3,P
HP1,NO,25/11/2018 08:00,,ug m-3,P
HP1,NO,25/11/2018 09:00,,ug m-3,P
HP1,NO,25/11/2018 10:00,,ug m-3,P
HP1,NO,25/11/2018 11:00,,ug m-3,P
HP1,NO,25/11/2018 12:00,,ug m-3,P
HP1,NO,25/11/2018 13:00,,ug m-3,P
HP1,NO,25/11/2018 14:00,,ug m-3,P
HP1,NO,25/11/2018 15:00,,ug m-3,P
HP1,NO,25/11/2018 16:00,,ug m-3,P
HP1,NO,25/11/2018 17:00,,ug m-3,P
HP1,NO,25/11/2018 18:00,,ug m-3,P
HP1,NO,25/11/2018 19:00,,ug m-3,P
HP1,NO,25/11/2018 20:00,,ug m-3,P
HP1,NO,25/11/2018 21:00,,ug m-3,P
HP1,NO,25/11/2018 22:00,,ug m-3,P
HP1,NO,25/11/2018 23:00,,ug m-3,P
HP1,NO,26/11/2018 00:00,,ug m-3,P
HP1,NO,26/11/2018 01:00,,ug m-3,P
HP1,NO,26/11/2018 02:00,,ug m-3,P
HP1,NO,26/11/2018 03:00,,ug m-3,P
HP1,NO,26/11/2018 04:00,,ug m-3,P
HP1,NO,26/11/2018 05:00,,ug m-3,P
HP1,NO,26/11/2018 06:00,,ug m-3,P
HP1,NO,26/11/2018 07:00,,ug m-3,P
HP1,NO,26/11/2018 08:00,,ug m-3,P
HP1,NO,26/11/2018 09:00,,ug m-3,P
HP1,NO,26/11/2018 10:00,,ug m-3,P
HP1,NO,26/11/2018 11:00,,ug m-3,P
HP1,NO,26/11/2018 12:00,,ug m-3,P
HP1,NO,26/11/2018 13:00,,ug m-3,P
HP1,NO,26/11/2018 14:00,,ug m-3,P
HP1,NO,26/11/2018 15:00,,ug m-3,P
HP1,NO,26/11/2018 16:00,,ug m-3,P
HP1,NO,26/11/2018 17:00,,ug m-3,P
HP1,NO,26/11/2018 18:00,,ug m-3,P
HP1,NO,26/11/2018 19:00,,ug m-3,P
HP1,NO,26/11/2018 20:00,,ug m-3,P
HP1,NO,26/11/2018 21:00,,ug m-3,P
HP1,NO,26/11/2018 22:00,,ug m-3,P
HP1,NO,26/11/2018 23:00,,ug m-3,P
HP1,NO,27/11/2018 00:00,,ug m-3,P
HP1,NO,27/11/2018 01:00,,ug m-3,P
HP1,NO,27/11/2018 02:00,,ug m-3,P
HP1,NO,27/11/2018 03:00,,ug m-3,P
HP1,NO,27/11/2018 04:00,,ug m-3,P
HP1,NO,27/11/2018 05:00,,ug m-3,P
HP1,NO,27/11/2018 06:00,,ug m-3,P
HP1,NO,27/11/2018 07:00,,ug m-3,P
HP1,NO,27/11/2018 08:00,,ug m-3,P
HP1,NO,27/11/2018 09:00,,ug m-3,P
HP1,NO,27/11/2018 10:00,,ug m-3,P
HP1,NO,27/11/2018 11:00,,ug m-3,P
HP1,NO,27/11/2018 12:00,,ug m-3,P
HP1,NO,27/11/2018 13:00,,ug m-3,P
HP1,NO,27/11/2018 14:00,,ug m-3,P
HP1,NO,27/11/2018 15:00,,ug m-3,P
HP1,NO,27/11/2018 16:00,,ug m-3,P
HP1,NO,27/11/2018 17:00,,ug m-3,P
HP1,NO,27/11/2018 18:00,,ug m-3,P
HP1,NO,27/11/2018 19:00,,ug m-3,P
HP1,NO,27/11/2018 20:00,,ug m-3,P
HP1,NO,27/11/2018 21:00,,ug m-3,P
HP1,NO,27/11/2018 22:00,,ug m-3,P
HP1,NO,27/11/2018 23:00,,ug m-3,P
HP1,NO,28/11/2018 00:00,,ug m-3,P
HP1,NO,28/11/2018 01:00,,ug m-3,P
HP1,NO,28/11/2018 02:00,,ug m-3,P
HP1,NO,28/11/2018 03:00,,ug m-3,P
HP1,NO,28/11/2018 04:00,,ug m-3,P
HP1,NO,28/11/2018 05:00,,ug m-3,P
HP1,NO,28/11/2018 06:00,,ug m-3,P
HP1,NO,28/11/2018 07:00,,ug m-3,P
HP1,NO,28/11/2018 08:00,,ug m-3,P
HP1,NO,28/11/2018 09:00,,ug m-3,P
HP1,NO,28/11/2018 10:00,,ug m-3,P
HP1,NO,28/11/2018 11:00,,ug m-3,P
HP1,NO,28/11/2018 12:00,,ug m-3,P
HP1,NO,28/11/2018 13:00,,ug m-3,P
HP1,NO,28/11/2018 14:00,,ug m-3,P
HP1,NO,28/11/2018 15:00,,ug m-3,P
HP1,NO,28/11/2018 16:00,,ug m-3,P
HP1,NO,28/11/2018 17:00,,ug m-3,P
HP1,NO,28/11/2018 18:00,,ug m-3,P
HP1,NO,28/11/2018 19:00,,ug m-3,P
HP1,NO,28/11/2018 20:00,,ug m-3,P
HP1,NO,28/11/2018 21:00,,ug m-3,P
HP1,NO,28/11/2018 22:00,,ug m-3,P
HP1,NO,28/11/2018 23:00,,ug m-3,P
HP1,NO,29/11/2018 00:00,,ug m-3,P
HP1,NO,29/11/2018 01:00,,ug m-3,P
HP1,NO,29/11/2018 02:00,,ug m-3,P
HP1,NO,29/11/2018 03:00,,ug m-3,P
HP1,NO,29/11/2018 04:00,,ug m-3,P
HP1,NO,29/11/2018 05:00,,ug m-3,P
HP1,NO,29/11/2018 06:00,,ug m-3,P
HP1,NO,29/11/2018 07:00,,ug m-3,P
HP1,NO,29/11/2018 08:00,,ug m-3,P
HP1,NO,29/11/2018 09:00,,ug m-3,P
HP1,NO,29/11/2018 10:00,,ug m-3,P
HP1,NO,29/11/2018 11:00,,ug m-3,P
HP1,NO,29/11/2018 12:00,,ug m-3,P
HP1,NO,29/11/2018 13:00,,ug m-3,P
HP1,NO,29/11/2018 14:00,,ug m-3,P
HP1,NO,29/11/2018 15:00,,ug m-3,P
HP1,NO,29/11/2018 16:00,,ug m-3,P
HP1,NO,29/11/2018 17:00,,ug m-3,P
HP1,NO,29/11/2018 18:00,,ug m-3,P
HP1,NO,29/11/2018 19:00,,ug m-3,P
HP1,NO,29/11/2018 20:00,,ug m-3,P
HP1,NO,29/11/2018 21:00,,ug m-3,P
HP1,NO,29/11/2018 22:00,,ug m-3,P
HP1,NO,29/11/2018 23:00,,ug m-3,P
HP1,NO,30/11/2018 00:00,,ug m-3,P
HP1,NO,30/11/2018 01:00,,ug m-3,P
HP1,NO,30/11/2018 02:00,,ug m-3,P
HP1,NO,30/11/2018 03:00,,ug m-3,P
HP1,NO,30/11/2018 04:00,,ug m-3,P
HP1,NO,30/11/2018 05:00,,ug m-3,P
HP1,NO,30/11/2018 06:00,,ug m-3,P
HP1,NO,30/11/2018 07:00,,ug m-3,P
HP1,NO,30/11/2018 08:00,,ug m-3,P
HP1,NO,30/11/2018 09:00,,ug m-3,P
HP1,NO,30/11/2018 10:00,,ug m-3,P
HP1,NO,30/11/2018 11:00,,ug m-3,P
HP1,NO,30/11/2018 12:00,,ug m-3,P
HP1,NO,30/11/2018 13:00,,ug m-3,P
HP1,NO,30/11/2018 14:00,,ug m-3,P
HP1,NO,30/11/2018 15:00,,ug m-3,P
HP1,NO,30/11/2018 16:00,,ug m-3,P
HP1,NO,30/11/2018 17:00,,ug m-3,P
HP1,NO,30/11/2018 18:00,,ug m-3,P
HP1,NO,30/11/2018 19:00,,ug m-3,P
HP1,NO,30/11/2018 20:00,,ug m-3,P
HP1,NO,30/11/2018 21:00,,ug m-3,P
HP1,NO,30/11/2018 22:00,,ug m-3,P
HP1,NO,30/11/2018 23:00,,ug m-3,P
HP1,NO,01/12/2018 00:00,,ug m-3,P
HP1,NO,01/12/2018 01:00,,ug m-3,P
HP1,NO,01/12/2018 02:00,,ug m-3,P
HP1,NO,01/12/2018 03:00,,ug m-3,P
HP1,NO,01/12/2018 04:00,,ug m-3,P
HP1,NO,01/12/2018 05:00,,ug m-3,P
HP1,NO,01/12/2018 06:00,,ug m-3,P
HP1,NO,01/12/2018 07:00,,ug m-3,P
HP1,NO,01/12/2018 08:00,,ug m-3,P
HP1,NO,01/12/2018 09:00,,ug m-3,P
HP1,NO,01/12/2018 10:00,,ug m-3,P
HP1,NO,01/12/2018 11:00,,ug m-3,P
HP1,NO,01/12/2018 12:00,,ug m-3,P
HP1,NO,01/12/2018 13:00,,ug m-3,P
HP1,NO,01/12/2018 14:00,,ug m-3,P
HP1,NO,01/12/2018 15:00,,ug m-3,P
HP1,NO,01/12/2018 16:00,,ug m-3,P
HP1,NO,01/12/2018 17:00,,ug m-3,P
HP1,NO,01/12/2018 18:00,,ug m-3,P
HP1,NO,01/12/2018 19:00,,ug m-3,P
HP1,NO,01/12/2018 20:00,,ug m-3,P
HP1,NO,01/12/2018 21:00,,ug m-3,P
HP1,NO,01/12/2018 22:00,,ug m-3,P
HP1,NO,01/12/2018 23:00,,ug m-3,P
HP1,NO,02/12/2018 00:00,,ug m-3,P
HP1,NO,02/12/2018 01:00,,ug m-3,P
HP1,NO,02/12/2018 02:00,,ug m-3,P
HP1,NO,02/12/2018 03:00,,ug m-3,P
HP1,NO,02/12/2018 04:00,,ug m-3,P
HP1,NO,02/12/2018 05:00,,ug m-3,P
HP1,NO,02/12/2018 06:00,,ug m-3,P
HP1,NO,02/12/2018 07:00,,ug m-3,P
HP1,NO,02/12/2018 08:00,,ug m-3,P
HP1,NO,02/12/2018 09:00,,ug m-3,P
HP1,NO,02/12/2018 10:00,,ug m-3,P
HP1,NO,02/12/2018 11:00,,ug m-3,P
HP1,NO,02/12/2018 12:00,,ug m-3,P
HP1,NO,02/12/2018 13:00,,ug m-3,P
HP1,NO,02/12/2018 14:00,,ug m-3,P
HP1,NO,02/12/2018 15:00,,ug m-3,P
HP1,NO,02/12/2018 16:00,,ug m-3,P
HP1,NO,02/12/2018 17:00,,ug m-3,P
HP1,NO,02/12/2018 18:00,,ug m-3,P
HP1,NO,02/12/2018 19:00,,ug m-3,P
HP1,NO,02/12/2018 20:00,,ug m-3,P
HP1,NO,02/12/2018 21:00,,ug m-3,P
HP1,NO,02/12/2018 22:00,,ug m-3,P
HP1,NO,02/12/2018 23:00,,ug m-3,P
HP1,NO,03/12/2018 00:00,,ug m-3,P
HP1,NO,03/12/2018 01:00,,ug m-3,P
HP1,NO,03/12/2018 02:00,,ug m-3,P
HP1,NO,03/12/2018 03:00,,ug m-3,P
HP1,NO,03/12/2018 04:00,,ug m-3,P
HP1,NO,03/12/2018 05:00,,ug m-3,P
HP1,NO,03/12/2018 06:00,,ug m-3,P
HP1,NO,03/12/2018 07:00,,ug m-3,P
HP1,NO,03/12/2018 08:00,,ug m-3,P
HP1,NO,03/12/2018 09:00,,ug m-3,P
HP1,NO,03/12/2018 10:00,,ug m-3,P
HP1,NO,03/12/2018 11:00,,ug m-3,P
HP1,NO,03/12/2018 12:00,,ug m-3,P
HP1,NO,03/12/2018 13:00,,ug m-3,P
HP1,NO,03/12/2018 14:00,,ug m-3,P
HP1,NO,03/12/2018 15:00,,ug m-3,P
HP1,NO,03/12/2018 16:00,,ug m-3,P
HP1,NO,03/12/2018 17:00,,ug m-3,P
HP1,NO,03/12/2018 18:00,,ug m-3,P
HP1,NO,03/12/2018 19:00,,ug m-3,P
HP1,NO,03/12/2018 20:00,,ug m-3,P
HP1,NO,03/12/2018 21:00,,ug m-3,P
HP1,NO,03/12/2018 22:00,,ug m-3,P
HP1,NO,03/12/2018 23:00,,ug m-3,P
HP1,NO,04/12/2018 00:00,,ug m-3,P
HP1,NO,04/12/2018 01:00,,ug m-3,P
HP1,NO,04/12/2018 02:00,,ug m-3,P
HP1,NO,04/12/2018 03:00,,ug m-3,P
HP1,NO,04/12/2018 04:00,,ug m-3,P
HP1,NO,04/12/2018 05:00,,ug m-3,P
HP1,NO,04/12/2018 06:00,,ug m-3,P
HP1,NO,04/12/2018 07:00,,ug m-3,P
HP1,NO,04/12/2018 08:00,,ug m-3,P
HP1,NO,04/12/2018 09:00,,ug m-3,P
HP1,NO,04/12/2018 10:00,,ug m-3,P
HP1,NO,04/12/2018 11:00,,ug m-3,P
HP1,NO,04/12/2018 12:00,,ug m-3,P
HP1,NO,04/12/2018 13:00,,ug m-3,P
HP1,NO,04/12/2018 14:00,,ug m-3,P
HP1,NO,04/12/2018 15:00,,ug m-3,P
HP1,NO,04/12/2018 16:00,,ug m-3,P
HP1,NO,04/12/2018 17:00,,ug m-3,P
HP1,NO,04/12/2018 18:00,,ug m-3,P
HP1,NO,04/12/2018 19:00,,ug m-3,P
HP1,NO,04/12/2018 20:00,,ug m-3,P
HP1,NO,04/12/2018 21:00,,ug m-3,P
HP1,NO,04/12/2018 22:00,,ug m-3,P
HP1,NO,04/12/2018 23:00,,ug m-3,P
HP1,NO,05/12/2018 00:00,,ug m-3,P
HP1,NO,05/12/2018 01:00,,ug m-3,P
HP1,NO,05/12/2018 02:00,,ug m-3,P
HP1,NO,05/12/2018 03:00,,ug m-3,P
HP1,NO,05/12/2018 04:00,,ug m-3,P
HP1,NO,05/12/2018 05:00,,ug m-3,P
HP1,NO,05/12/2018 06:00,,ug m-3,P
HP1,NO,05/12/2018 07:00,,ug m-3,P
HP1,NO,05/12/2018 08:00,,ug m-3,P
HP1,NO,05/12/2018 09:00,,ug m-3,P
HP1,NO,05/12/2018 10:00,,ug m-3,P
HP1,NO,05/12/2018 11:00,,ug m-3,P
HP1,NO,05/12/2018 12:00,,ug m-3,P
HP1,NO,05/12/2018 13:00,,ug m-3,P
HP1,NO,05/12/2018 14:00,,ug m-3,P
HP1,NO,05/12/2018 15:00,,ug m-3,P
HP1,NO,05/12/2018 16:00,,ug m-3,P
HP1,NO,05/12/2018 17:00,,ug m-3,P
HP1,NO,05/12/2018 18:00,,ug m-3,P
HP1,NO,05/12/2018 19:00,,ug m-3,P
HP1,NO,05/12/2018 20:00,,ug m-3,P
HP1,NO,05/12/2018 21:00,,ug m-3,P
HP1,NO,05/12/2018 22:00,,ug m-3,P
HP1,NO,05/12/2018 23:00,,ug m-3,P
HP1,NO,06/12/2018 00:00,,ug m-3,P
HP1,NO,06/12/2018 01:00,,ug m-3,P
HP1,NO,06/12/2018 02:00,,ug m-3,P
HP1,NO,06/12/2018 03:00,,ug m-3,P
HP1,NO,06/12/2018 04:00,,ug m-3,P
HP1,NO,06/12/2018 05:00,,ug m-3,P
HP1,NO,06/12/2018 06:00,,ug m-3,P
HP1,NO,06/12/2018 07:00,,ug m-3,P
HP1,NO,06/12/2018 08:00,,ug m-3,P
HP1,NO,06/12/2018 09:00,,ug m-3,P
HP1,NO,06/12/2018 10:00,,ug m-3,P
HP1,NO,06/12/2018 11:00,,ug m-3,P
HP1,NO,06/12/2018 12:00,,ug m-3,P
HP1,NO,06/12/2018 13:00,,ug m-3,P
HP1,NO,06/12/2018 14:00,,ug m-3,P
HP1,NO,06/12/2018 15:00,,ug m-3,P
HP1,NO,06/12/2018 16:00,,ug m-3,P
HP1,NO,06/12/2018 17:00,,ug m-3,P
HP1,NO,06/12/2018 18:00,,ug m-3,P
HP1,NO,06/12/2018 19:00,,ug m-3,P
HP1,NO,06/12/2018 20:00,,ug m-3,P
HP1,NO,06/12/2018 21:00,,ug m-3,P
HP1,NO,06/12/2018 22:00,,ug m-3,P
HP1,NO,06/12/2018 23:00,,ug m-3,P
HP1,NO,07/12/2018 00:00,,ug m-3,P
HP1,NO,07/12/2018 01:00,,ug m-3,P
HP1,NO,07/12/2018 02:00,,ug m-3,P
HP1,NO,07/12/2018 03:00,,ug m-3,P
HP1,NO,07/12/2018 04:00,,ug m-3,P
HP1,NO,07/12/2018 05:00,,ug m-3,P
HP1,NO,07/12/2018 06:00,,ug m-3,P
HP1,NO,07/12/2018 07:00,,ug m-3,P
HP1,NO,07/12/2018 08:00,,ug m-3,P
HP1,NO,07/12/2018 09:00,,ug m-3,P
HP1,NO,07/12/2018 10:00,,ug m-3,P
HP1,NO,07/12/2018 11:00,,ug m-3,P
HP1,NO,07/12/2018 12:00,,ug m-3,P
HP1,NO,07/12/2018 13:00,,ug m-3,P
HP1,NO,07/12/2018 14:00,,ug m-3,P
HP1,NO,07/12/2018 15:00,,ug m-3,P
HP1,NO,07/12/2018 16:00,,ug m-3,P
HP1,NO,07/12/2018 17:00,,ug m-3,P
HP1,NO,07/12/2018 18:00,,ug m-3,P
HP1,NO,07/12/2018 19:00,,ug m-3,P
HP1,NO,07/12/2018 20:00,,ug m-3,P
HP1,NO,07/12/2018 21:00,,ug m-3,P
HP1,NO,07/12/2018 22:00,,ug m-3,P
HP1,NO,07/12/2018 23:00,,ug m-3,P
HP1,NO,08/12/2018 00:00,,ug m-3,P
HP1,NO,08/12/2018 01:00,,ug m-3,P
HP1,NO,08/12/2018 02:00,,ug m-3,P
HP1,NO,08/12/2018 03:00,,ug m-3,P
HP1,NO,08/12/2018 04:00,,ug m-3,P
HP1,NO,08/12/2018 05:00,,ug m-3,P
HP1,NO,08/12/2018 06:00,,ug m-3,P
HP1,NO,08/12/2018 07:00,,ug m-3,P
HP1,NO,08/12/2018 08:00,,ug m-3,P
HP1,NO,08/12/2018 09:00,,ug m-3,P
HP1,NO,08/12/2018 10:00,,ug m-3,P
HP1,NO,08/12/2018 11:00,,ug m-3,P
HP1,NO,08/12/2018 12:00,,ug m-3,P
HP1,NO,08/12/2018 13:00,,ug m-3,P
HP1,NO,08/12/2018 14:00,,ug m-3,P
HP1,NO,08/12/2018 15:00,,ug m-3,P
HP1,NO,08/12/2018 16:00,,ug m-3,P
HP1,NO,08/12/2018 17:00,,ug m-3,P
HP1,NO,08/12/2018 18:00,,ug m-3,P
HP1,NO,08/12/2018 19:00,,ug m-3,P
HP1,NO,08/12/2018 20:00,,ug m-3,P
HP1,NO,08/12/2018 21:00,,ug m-3,P
HP1,NO,08/12/2018 22:00,,ug m-3,P
HP1,NO,08/12/2018 23:00,,ug m-3,P
HP1,NO,09/12/2018 00:00,,ug m-3,P
HP1,NO,09/12/2018 01:00,,ug m-3,P
HP1,NO,09/12/2018 02:00,,ug m-3,P
HP1,NO,09/12/2018 03:00,,ug m-3,P
HP1,NO,09/12/2018 04:00,,ug m-3,P
HP1,NO,09/12/2018 05:00,,ug m-3,P
HP1,NO,09/12/2018 06:00,,ug m-3,P
HP1,NO,09/12/2018 07:00,,ug m-3,P
HP1,NO,09/12/2018 08:00,,ug m-3,P
HP1,NO,09/12/2018 09:00,,ug m-3,P
HP1,NO,09/12/2018 10:00,,ug m-3,P
HP1,NO,09/12/2018 11:00,,ug m-3,P
HP1,NO,09/12/2018 12:00,,ug m-3,P
HP1,NO,09/12/2018 13:00,,ug m-3,P
HP1,NO,09/12/2018 14:00,,ug m-3,P
HP1,NO,09/12/2018 15:00,,ug m-3,P
HP1,NO,09/12/2018 16:00,,ug m-3,P
HP1,NO,09/12/2018 17:00,,ug m-3,P
HP1,NO,09/12/2018 18:00,,ug m-3,P
HP1,NO,09/12/2018 19:00,,ug m-3,P
HP1,NO,09/12/2018 20:00,,ug m-3,P
HP1,NO,09/12/2018 21:00,,ug m-3,P
HP1,NO,09/12/2018 22:00,,ug m-3,P
HP1,NO,09/12/2018 23:00,,ug m-3,P
HP1,NO,10/12/2018 00:00,,ug m-3,P
HP1,NO,10/12/2018 01:00,,ug m-3,P
HP1,NO,10/12/2018 02:00,,ug m-3,P
HP1,NO,10/12/2018 03:00,,ug m-3,P
HP1,NO,10/12/2018 04:00,,ug m-3,P
HP1,NO,10/12/2018 05:00,,ug m-3,P
HP1,NO,10/12/2018 06:00,,ug m-3,P
HP1,NO,10/12/2018 07:00,,ug m-3,P
HP1,NO,10/12/2018 08:00,,ug m-3,P
HP1,NO,10/12/2018 09:00,,ug m-3,P
HP1,NO,10/12/2018 10:00,,ug m-3,P
HP1,NO,10/12/2018 11:00,,ug m-3,P
HP1,NO,10/12/2018 12:00,,ug m-3,P
HP1,NO,10/12/2018 13:00,,ug m-3,P
HP1,NO,10/12/2018 14:00,,ug m-3,P
HP1,NO,10/12/2018 15:00,,ug m-3,P
HP1,NO,10/12/2018 16:00,,ug m-3,P
HP1,NO,10/12/2018 17:00,,ug m-3,P
HP1,NO,10/12/2018 18:00,,ug m-3,P
HP1,NO,10/12/2018 19:00,,ug m-3,P
HP1,NO,10/12/2018 20:00,,ug m-3,P
HP1,NO,10/12/2018 21:00,,ug m-3,P
HP1,NO,10/12/2018 22:00,,ug m-3,P
HP1,NO,10/12/2018 23:00,,ug m-3,P
HP1,NO,11/12/2018 00:00,,ug m-3,P
HP1,NO,11/12/2018 01:00,,ug m-3,P
HP1,NO,11/12/2018 02:00,,ug m-3,P
HP1,NO,11/12/2018 03:00,,ug m-3,P
HP1,NO,11/12/2018 04:00,,ug m-3,P
HP1,NO,11/12/2018 05:00,,ug m-3,P
HP1,NO,11/12/2018 06:00,,ug m-3,P
HP1,NO,11/12/2018 07:00,,ug m-3,P
HP1,NO,11/12/2018 08:00,,ug m-3,P
HP1,NO,11/12/2018 09:00,,ug m-3,P
HP1,NO,11/12/2018 10:00,,ug m-3,P
HP1,NO,11/12/2018 11:00,,ug m-3,P
HP1,NO,11/12/2018 12:00,,ug m-3,P
HP1,NO,11/12/2018 13:00,,ug m-3,P
HP1,NO,11/12/2018 14:00,,ug m-3,P
HP1,NO,11/12/2018 15:00,,ug m-3,P
HP1,NO,11/12/2018 16:00,,ug m-3,P
HP1,NO,11/12/2018 17:00,,ug m-3,P
HP1,NO,11/12/2018 18:00,,ug m-3,P
HP1,NO,11/12/2018 19:00,,ug m-3,P
HP1,NO,11/12/2018 20:00,,ug m-3,P
HP1,NO,11/12/2018 21:00,,ug m-3,P
HP1,NO,11/12/2018 22:00,,ug m-3,P
HP1,NO,11/12/2018 23:00,,ug m-3,P
HP1,NO,12/12/2018 00:00,,ug m-3,P
HP1,NO,12/12/2018 01:00,,ug m-3,P
HP1,NO,12/12/2018 02:00,,ug m-3,P
HP1,NO,12/12/2018 03:00,,ug m-3,P
HP1,NO,12/12/2018 04:00,,ug m-3,P
HP1,NO,12/12/2018 05:00,,ug m-3,P
HP1,NO,12/12/2018 06:00,,ug m-3,P
HP1,NO,12/12/2018 07:00,,ug m-3,P
HP1,NO,12/12/2018 08:00,,ug m-3,P
HP1,NO,12/12/2018 09:00,,ug m-3,P
HP1,NO,12/12/2018 10:00,,ug m-3,P
HP1,NO,12/12/2018 11:00,,ug m-3,P
HP1,NO,12/12/2018 12:00,,ug m-3,P
HP1,NO,12/12/2018 13:00,,ug m-3,P
HP1,NO,12/12/2018 14:00,,ug m-3,P
HP1,NO,12/12/2018 15:00,,ug m-3,P
HP1,NO,12/12/2018 16:00,,ug m-3,P
HP1,NO,12/12/2018 17:00,,ug m-3,P
HP1,NO,12/12/2018 18:00,,ug m-3,P
HP1,NO,12/12/2018 19:00,,ug m-3,P
HP1,NO,12/12/2018 20:00,,ug m-3,P
HP1,NO,12/12/2018 21:00,,ug m-3,P
HP1,NO,12/12/2018 22:00,,ug m-3,P
HP1,NO,12/12/2018 23:00,,ug m-3,P
HP1,NO,13/12/2018 00:00,,ug m-3,P
HP1,NO,13/12/2018 01:00,,ug m-3,P
HP1,NO,13/12/2018 02:00,,ug m-3,P
HP1,NO,13/12/2018 03:00,,ug m-3,P
HP1,NO,13/12/2018 04:00,,ug m-3,P
HP1,NO,13/12/2018 05:00,,ug m-3,P
HP1,NO,13/12/2018 06:00,,ug m-3,P
HP1,NO,13/12/2018 07:00,,ug m-3,P
HP1,NO,13/12/2018 08:00,,ug m-3,P
HP1,NO,13/12/2018 09:00,,ug m-3,P
HP1,NO,13/12/2018 10:00,,ug m-3,P
HP1,NO,13/12/2018 11:00,,ug m-3,P
HP1,NO,13/12/2018 12:00,,ug m-3,P
HP1,NO,13/12/2018 13:00,,ug m-3,P
HP1,NO,13/12/2018 14:00,,ug m-3,P
HP1,NO,13/12/2018 15:00,,ug m-3,P
HP1,NO,13/12/2018 16:00,,ug m-3,P
HP1,NO,13/12/2018 17:00,,ug m-3,P
HP1,NO,13/12/2018 18:00,,ug m-3,P
HP1,NO,13/12/2018 19:00,,ug m-3,P
HP1,NO,13/12/2018 20:00,,ug m-3,P
HP1,NO,13/12/2018 21:00,,ug m-3,P
HP1,NO,13/12/2018 22:00,,ug m-3,P
HP1,NO,13/12/2018 23:00,,ug m-3,P
HP1,NO,14/12/2018 00:00,,ug m-3,P
HP1,NO,14/12/2018 01:00,,ug m-3,P
